version,scope,model,contrast,family,F,S,U,records
revised,omitX06,QwenNext,I-N,F01,0.0,-0.5,0.5,R0525;R0526;R0527;R0528
revised,omitX06,QwenNext,I-N,F02,0.0,-0.5,0.5,R0533;R0534;R0535;R0536
revised,omitX06,QwenNext,I-N,F04,0.0,0.0,0.0,R0541;R0542;R0543;R0544
revised,omitX06,QwenNext,I-N,F08,0.0,0.0,0.0,R0549;R0550;R0551;R0552
revised,omitX06,QwenNext,I-N,F17,0.0,0.0,0.0,R0557;R0558;R0559;R0560
revised,omitX06,QwenNext,I-N,F20,0.0,0.0,0.0,R0565;R0566;R0567;R0568
revised,omitX06,QwenNext,I-N,X02,0.0,0.0,0.0,R0573;R0574;R0575;R0576
revised,omitX06,QwenNext,I-N,X05,0.0,0.0,0.0,R0581;R0582;R0583;R0584
revised,omitX06,QwenNext,I-N,X11,-1.0,0.0,-0.5,R0597;R0598;R0599;R0600
revised,omitX06,QwenNext,I-N,X20,-0.5,0.0,0.0,R0605;R0606;R0607;R0608
revised,omitX06,QwenNext,I-N,X24,0.5,0.0,0.0,R0613;R0614;R0615;R0616
revised,omitX06,QwenNext,I-N,X28,0.5,-0.5,0.5,R0621;R0622;R0623;R0624
revised,omitX06,QwenNext,B-C,F01,0.0,0.0,0.0,R0521;R0522;R0523;R0524
revised,omitX06,QwenNext,B-C,F02,0.0,0.5,-0.5,R0529;R0530;R0531;R0532
revised,omitX06,QwenNext,B-C,F04,0.0,0.0,0.0,R0537;R0538;R0539;R0540
revised,omitX06,QwenNext,B-C,F08,0.0,0.0,0.0,R0545;R0546;R0547;R0548
revised,omitX06,QwenNext,B-C,F17,0.0,0.0,0.0,R0553;R0554;R0555;R0556
revised,omitX06,QwenNext,B-C,F20,0.0,0.0,0.0,R0561;R0562;R0563;R0564
revised,omitX06,QwenNext,B-C,X02,0.0,0.0,0.0,R0569;R0570;R0571;R0572
revised,omitX06,QwenNext,B-C,X05,0.5,-0.5,0.5,R0577;R0578;R0579;R0580
revised,omitX06,QwenNext,B-C,X11,0.0,0.0,0.0,R0593;R0594;R0595;R0596
revised,omitX06,QwenNext,B-C,X20,-0.5,0.0,0.0,R0601;R0602;R0603;R0604
revised,omitX06,QwenNext,B-C,X24,0.0,0.0,0.0,R0609;R0610;R0611;R0612
revised,omitX06,QwenNext,B-C,X28,0.0,0.0,0.0,R0617;R0618;R0619;R0620
revised,omitX06,QwenNext,C-I,F01,0.0,-0.5,0.5,R0523;R0524;R0525;R0526
revised,omitX06,QwenNext,C-I,F02,0.0,0.5,-0.5,R0531;R0532;R0533;R0534
revised,omitX06,QwenNext,C-I,F04,0.0,0.0,0.0,R0539;R0540;R0541;R0542
revised,omitX06,QwenNext,C-I,F08,0.0,0.0,0.0,R0547;R0548;R0549;R0550
revised,omitX06,QwenNext,C-I,F17,0.0,0.0,0.0,R0555;R0556;R0557;R0558
revised,omitX06,QwenNext,C-I,F20,0.0,0.0,0.0,R0563;R0564;R0565;R0566
revised,omitX06,QwenNext,C-I,X02,0.0,0.0,0.0,R0571;R0572;R0573;R0574
revised,omitX06,QwenNext,C-I,X05,-0.5,0.5,-0.5,R0579;R0580;R0581;R0582
revised,omitX06,QwenNext,C-I,X11,0.0,0.5,0.0,R0595;R0596;R0597;R0598
revised,omitX06,QwenNext,C-I,X20,0.5,0.0,0.0,R0603;R0604;R0605;R0606
revised,omitX06,QwenNext,C-I,X24,0.0,0.0,0.0,R0611;R0612;R0613;R0614
revised,omitX06,QwenNext,C-I,X28,-0.5,0.5,-0.5,R0619;R0620;R0621;R0622
revised,omitX06,Qwen30,C-N,F01,0.0,0.5,-0.5,R0419;R0420;R0423;R0424
revised,omitX06,Qwen30,C-N,F02,0.0,0.0,0.0,R0427;R0428;R0431;R0432
revised,omitX06,Qwen30,C-N,F04,0.0,0.0,0.0,R0435;R0436;R0439;R0440
revised,omitX06,Qwen30,C-N,F08,-0.5,0.0,-0.5,R0443;R0444;R0447;R0448
revised,omitX06,Qwen30,C-N,F17,-0.5,0.0,-0.5,R0451;R0452;R0455;R0456
revised,omitX06,Qwen30,C-N,F20,0.0,0.0,0.0,R0459;R0460;R0463;R0464
revised,omitX06,Qwen30,C-N,X02,0.0,0.5,0.0,R0467;R0468;R0471;R0472
revised,omitX06,Qwen30,C-N,X05,0.0,0.0,0.0,R0475;R0476;R0479;R0480
revised,omitX06,Qwen30,C-N,X11,-0.5,-0.5,0.5,R0491;R0492;R0495;R0496
revised,omitX06,Qwen30,C-N,X20,0.0,0.0,0.0,R0499;R0500;R0503;R0504
revised,omitX06,Qwen30,C-N,X24,0.0,0.0,0.0,R0507;R0508;R0511;R0512
revised,omitX06,Qwen30,C-N,X28,-0.5,0.0,-0.5,R0515;R0516;R0519;R0520
revised,omitX06,Qwen30,I-N,F01,0.0,0.5,-0.5,R0421;R0422;R0423;R0424
revised,omitX06,Qwen30,I-N,F02,0.0,0.0,0.0,R0429;R0430;R0431;R0432
revised,omitX06,Qwen30,I-N,F04,0.0,0.0,0.0,R0437;R0438;R0439;R0440
revised,omitX06,Qwen30,I-N,F08,0.0,0.0,0.0,R0445;R0446;R0447;R0448
revised,omitX06,Qwen30,I-N,F17,0.0,0.0,0.0,R0453;R0454;R0455;R0456
revised,omitX06,Qwen30,I-N,F20,0.0,0.0,0.0,R0461;R0462;R0463;R0464
revised,omitX06,Qwen30,I-N,X05,0.0,0.0,0.0,R0477;R0478;R0479;R0480
revised,omitX06,Qwen30,I-N,X11,0.0,0.0,0.0,R0493;R0494;R0495;R0496
revised,omitX06,Qwen30,I-N,X20,0.0,-0.5,0.5,R0501;R0502;R0503;R0504
revised,omitX06,Qwen30,I-N,X24,0.0,0.0,0.0,R0509;R0510;R0511;R0512
revised,omitX06,Qwen30,I-N,X28,-0.5,0.0,-0.5,R0517;R0518;R0519;R0520
revised,omitX06,Qwen30,B-C,F01,0.0,0.5,-0.5,R0417;R0418;R0419;R0420
revised,omitX06,Qwen30,B-C,F02,0.0,0.0,0.0,R0425;R0426;R0427;R0428
revised,omitX06,Qwen30,B-C,F04,0.0,0.0,0.0,R0433;R0434;R0435;R0436
revised,omitX06,Qwen30,B-C,F08,0.5,0.0,0.5,R0441;R0442;R0443;R0444
revised,omitX06,Qwen30,B-C,F17,0.5,0.5,0.0,R0449;R0450;R0451;R0452
revised,omitX06,Qwen30,B-C,F20,0.0,0.0,0.0,R0457;R0458;R0459;R0460
revised,omitX06,Qwen30,B-C,X05,0.0,0.0,0.0,R0473;R0474;R0475;R0476
revised,omitX06,Qwen30,B-C,X11,0.0,-0.5,0.0,R0489;R0490;R0491;R0492
revised,omitX06,Qwen30,B-C,X20,0.0,0.0,0.0,R0497;R0498;R0499;R0500
revised,omitX06,Qwen30,B-C,X24,0.0,0.0,0.0,R0505;R0506;R0507;R0508
revised,omitX06,Qwen30,B-C,X28,0.5,0.0,0.5,R0513;R0514;R0515;R0516
revised,omitX06,Qwen30,C-I,F01,0.0,0.0,0.0,R0419;R0420;R0421;R0422
revised,omitX06,Qwen30,C-I,F02,0.0,0.0,0.0,R0427;R0428;R0429;R0430
revised,omitX06,Qwen30,C-I,F04,0.0,0.0,0.0,R0435;R0436;R0437;R0438
revised,omitX06,Qwen30,C-I,F08,-0.5,0.0,-0.5,R0443;R0444;R0445;R0446
revised,omitX06,Qwen30,C-I,F17,-0.5,0.0,-0.5,R0451;R0452;R0453;R0454
revised,omitX06,Qwen30,C-I,F20,0.0,0.0,0.0,R0459;R0460;R0461;R0462
revised,omitX06,Qwen30,C-I,X05,0.0,0.0,0.0,R0475;R0476;R0477;R0478
revised,omitX06,Qwen30,C-I,X11,-0.5,-0.5,0.5,R0491;R0492;R0493;R0494
revised,omitX06,Qwen30,C-I,X20,0.0,0.5,-0.5,R0499;R0500;R0501;R0502
revised,omitX06,Qwen30,C-I,X24,0.0,0.0,0.0,R0507;R0508;R0509;R0510
revised,omitX06,Qwen30,C-I,X28,0.0,0.0,0.0,R0515;R0516;R0517;R0518
revised,omitX06,Devstral,C-N,F01,0.0,0.0,0.0,R0315;R0316;R0319;R0320
revised,omitX06,Devstral,C-N,F02,0.0,0.0,0.0,R0323;R0324;R0327;R0328
revised,omitX06,Devstral,C-N,F04,0.0,0.0,0.0,R0331;R0332;R0335;R0336
revised,omitX06,Devstral,C-N,F08,0.0,0.0,0.0,R0339;R0340;R0343;R0344
revised,omitX06,Devstral,C-N,F17,0.0,0.5,-0.5,R0347;R0348;R0351;R0352
revised,omitX06,Devstral,C-N,F20,0.0,0.0,0.0,R0355;R0356;R0359;R0360
revised,omitX06,Devstral,C-N,X05,0.0,0.0,0.0,R0371;R0372;R0375;R0376
revised,omitX06,Devstral,C-N,X11,0.5,-0.5,1.0,R0387;R0388;R0391;R0392
revised,omitX06,Devstral,C-N,X20,0.0,1.0,-1.0,R0395;R0396;R0399;R0400
revised,omitX06,Devstral,C-N,X24,0.0,0.0,0.0,R0403;R0404;R0407;R0408
revised,omitX06,Devstral,C-N,X28,0.0,0.0,0.0,R0411;R0412;R0415;R0416
revised,omitX06,Devstral,I-N,F01,0.0,0.0,0.0,R0317;R0318;R0319;R0320
revised,omitX06,Devstral,I-N,F02,0.0,1.0,-1.0,R0325;R0326;R0327;R0328
revised,omitX06,Devstral,I-N,F04,0.0,0.0,0.0,R0333;R0334;R0335;R0336
revised,omitX06,Devstral,I-N,F08,0.0,0.0,0.0,R0341;R0342;R0343;R0344
revised,omitX06,Devstral,I-N,F17,0.0,-0.5,0.5,R0349;R0350;R0351;R0352
revised,omitX06,Devstral,I-N,F20,0.0,0.0,0.0,R0357;R0358;R0359;R0360
revised,omitX06,Devstral,I-N,X05,0.0,0.0,0.0,R0373;R0374;R0375;R0376
revised,omitX06,Devstral,I-N,X11,0.5,0.5,0.0,R0389;R0390;R0391;R0392
revised,omitX06,Devstral,I-N,X20,0.0,1.0,-1.0,R0397;R0398;R0399;R0400
revised,omitX06,Devstral,I-N,X24,0.0,0.0,0.0,R0405;R0406;R0407;R0408
revised,omitX06,Devstral,I-N,X28,0.0,0.0,0.0,R0413;R0414;R0415;R0416
revised,omitX06,Devstral,B-C,F01,0.0,0.0,0.0,R0313;R0314;R0315;R0316
revised,omitX06,Devstral,B-C,F02,0.0,0.0,0.0,R0321;R0322;R0323;R0324
revised,omitX06,Devstral,B-C,F04,0.0,0.0,0.0,R0329;R0330;R0331;R0332
revised,omitX06,Devstral,B-C,F08,0.0,0.0,0.0,R0337;R0338;R0339;R0340
revised,omitX06,Devstral,B-C,F17,0.0,0.0,0.0,R0345;R0346;R0347;R0348
revised,omitX06,Devstral,B-C,F20,0.0,0.0,0.0,R0353;R0354;R0355;R0356
revised,omitX06,Devstral,B-C,X05,0.0,0.0,0.0,R0369;R0370;R0371;R0372
revised,omitX06,Devstral,B-C,X11,0.0,0.0,0.0,R0385;R0386;R0387;R0388
revised,omitX06,Devstral,B-C,X20,0.0,0.0,0.0,R0393;R0394;R0395;R0396
revised,omitX06,Devstral,B-C,X24,0.0,0.0,0.0,R0401;R0402;R0403;R0404
revised,omitX06,Devstral,B-C,X28,0.0,0.0,0.0,R0409;R0410;R0411;R0412
revised,omitX06,Devstral,C-I,F01,0.0,0.0,0.0,R0315;R0316;R0317;R0318
revised,omitX06,Devstral,C-I,F02,0.0,-1.0,1.0,R0323;R0324;R0325;R0326
revised,omitX06,Devstral,C-I,F04,0.0,0.0,0.0,R0331;R0332;R0333;R0334
revised,omitX06,Devstral,C-I,F08,0.0,0.0,0.0,R0339;R0340;R0341;R0342
revised,omitX06,Devstral,C-I,F17,0.0,1.0,-1.0,R0347;R0348;R0349;R0350
revised,omitX06,Devstral,C-I,F20,0.0,0.0,0.0,R0355;R0356;R0357;R0358
revised,omitX06,Devstral,C-I,X05,0.0,0.0,0.0,R0371;R0372;R0373;R0374
revised,omitX06,Devstral,C-I,X11,0.0,-1.0,1.0,R0387;R0388;R0389;R0390
revised,omitX06,Devstral,C-I,X20,0.0,0.0,0.0,R0395;R0396;R0397;R0398
revised,omitX06,Devstral,C-I,X24,0.0,0.0,0.0,R0403;R0404;R0405;R0406
revised,omitX06,Devstral,C-I,X28,0.0,0.0,0.0,R0411;R0412;R0413;R0414
revised,omitReviewed,GPT55,C-N,F01,0.0,-0.5,0.5,R0003;R0004;R0007;R0008
revised,omitReviewed,GPT55,C-N,F02,0.0,0.0,0.0,R0011;R0012;R0015;R0016
revised,omitReviewed,GPT55,C-N,F04,0.0,0.5,-0.5,R0019;R0020;R0023;R0024
revised,omitReviewed,GPT55,C-N,F08,0.0,1.0,-1.0,R0027;R0028;R0031;R0032
revised,omitReviewed,GPT55,C-N,F17,0.0,0.0,0.0,R0035;R0036;R0039;R0040
revised,omitReviewed,GPT55,C-N,F20,0.0,0.0,0.0,R0043;R0044;R0047;R0048
revised,omitReviewed,GPT55,C-N,X11,0.0,-1.0,1.0,R0075;R0076;R0079;R0080
revised,omitReviewed,GPT55,C-N,X20,0.0,0.0,0.0,R0083;R0084;R0087;R0088
revised,omitReviewed,GPT55,C-N,X24,0.0,0.0,0.0,R0091;R0092;R0095;R0096
revised,omitReviewed,GPT55,I-N,F01,0.0,0.0,0.0,R0005;R0006;R0007;R0008
revised,omitReviewed,GPT55,I-N,F02,0.0,0.0,0.0,R0013;R0014;R0015;R0016
revised,omitReviewed,GPT55,I-N,F04,0.0,0.5,-0.5,R0021;R0022;R0023;R0024
revised,omitReviewed,GPT55,I-N,F08,0.0,0.0,0.0,R0029;R0030;R0031;R0032
revised,omitReviewed,GPT55,I-N,F17,0.0,0.0,0.0,R0037;R0038;R0039;R0040
revised,omitReviewed,GPT55,I-N,F20,0.0,0.0,0.0,R0045;R0046;R0047;R0048
revised,omitReviewed,GPT55,I-N,X11,0.0,0.0,0.0,R0077;R0078;R0079;R0080
revised,omitReviewed,GPT55,I-N,X20,0.0,0.0,0.0,R0085;R0086;R0087;R0088
revised,omitReviewed,GPT55,I-N,X24,0.0,0.0,0.0,R0093;R0094;R0095;R0096
revised,omitReviewed,GPT55,B-C,F01,0.0,0.5,-0.5,R0001;R0002;R0003;R0004
revised,omitReviewed,GPT55,B-C,F02,0.0,0.0,0.0,R0009;R0010;R0011;R0012
revised,omitReviewed,GPT55,B-C,F04,0.0,0.5,-0.5,R0017;R0018;R0019;R0020
revised,omitReviewed,GPT55,B-C,F08,0.0,0.0,0.0,R0025;R0026;R0027;R0028
revised,omitReviewed,GPT55,B-C,F17,0.0,0.0,0.0,R0033;R0034;R0035;R0036
revised,omitReviewed,GPT55,B-C,X11,0.0,1.0,-1.0,R0073;R0074;R0075;R0076
revised,omitReviewed,GPT55,B-C,X20,0.0,0.0,0.0,R0081;R0082;R0083;R0084
revised,omitReviewed,GPT55,B-C,X24,0.0,0.0,0.0,R0089;R0090;R0091;R0092
revised,omitReviewed,GPT55,C-I,F01,0.0,-0.5,0.5,R0003;R0004;R0005;R0006
revised,omitReviewed,GPT55,C-I,F02,0.0,0.0,0.0,R0011;R0012;R0013;R0014
revised,omitReviewed,GPT55,C-I,F04,0.0,0.0,0.0,R0019;R0020;R0021;R0022
revised,omitReviewed,GPT55,C-I,F08,0.0,1.0,-1.0,R0027;R0028;R0029;R0030
revised,omitReviewed,GPT55,C-I,F17,0.0,0.0,0.0,R0035;R0036;R0037;R0038
revised,omitReviewed,GPT55,C-I,F20,0.0,0.0,0.0,R0043;R0044;R0045;R0046
revised,omitReviewed,GPT55,C-I,X11,0.0,-1.0,1.0,R0075;R0076;R0077;R0078
revised,omitReviewed,GPT55,C-I,X20,0.0,0.0,0.0,R0083;R0084;R0085;R0086
revised,omitReviewed,GPT55,C-I,X24,0.0,0.0,0.0,R0091;R0092;R0093;R0094
revised,omitReviewed,Luna,C-N,F01,0.0,-1.0,1.0,R0107;R0108;R0111;R0112
revised,omitReviewed,Luna,C-N,F02,0.0,0.0,0.0,R0115;R0116;R0119;R0120
revised,omitReviewed,Luna,C-N,F04,0.0,0.0,0.0,R0123;R0124;R0127;R0128
revised,omitReviewed,Luna,C-N,F08,0.0,0.0,0.0,R0131;R0132;R0135;R0136
revised,omitReviewed,Luna,C-N,F20,0.0,0.0,0.0,R0147;R0148;R0151;R0152
revised,omitReviewed,Luna,C-N,X02,0.5,0.5,0.0,R0155;R0156;R0159;R0160
revised,omitReviewed,Luna,C-N,X11,0.0,-0.5,0.5,R0179;R0180;R0183;R0184
revised,omitReviewed,Luna,C-N,X20,-0.5,0.0,0.0,R0187;R0188;R0191;R0192
revised,omitReviewed,Luna,C-N,X24,0.5,0.0,0.0,R0195;R0196;R0199;R0200
revised,omitReviewed,Luna,I-N,F01,0.0,0.0,0.0,R0109;R0110;R0111;R0112
revised,omitReviewed,Luna,I-N,F02,0.0,0.0,0.0,R0117;R0118;R0119;R0120
revised,omitReviewed,Luna,I-N,F04,0.0,0.0,0.0,R0125;R0126;R0127;R0128
revised,omitReviewed,Luna,I-N,F08,0.0,0.0,0.0,R0133;R0134;R0135;R0136
revised,omitReviewed,Luna,I-N,F20,0.0,0.0,0.0,R0149;R0150;R0151;R0152
revised,omitReviewed,Luna,I-N,X02,0.0,0.5,0.0,R0157;R0158;R0159;R0160
revised,omitReviewed,Luna,I-N,X11,0.0,0.5,-0.5,R0181;R0182;R0183;R0184
revised,omitReviewed,Luna,I-N,X20,0.0,0.0,0.0,R0189;R0190;R0191;R0192
revised,omitReviewed,Luna,I-N,X24,0.0,0.0,0.0,R0197;R0198;R0199;R0200
revised,omitReviewed,Luna,B-C,F01,0.0,0.0,0.0,R0105;R0106;R0107;R0108
revised,omitReviewed,Luna,B-C,F02,0.0,0.0,0.0,R0113;R0114;R0115;R0116
revised,omitReviewed,Luna,B-C,F04,0.0,1.0,-1.0,R0121;R0122;R0123;R0124
revised,omitReviewed,Luna,B-C,F08,0.0,0.5,-0.5,R0129;R0130;R0131;R0132
revised,omitReviewed,Luna,B-C,F20,0.0,0.0,0.0,R0145;R0146;R0147;R0148
revised,omitReviewed,Luna,B-C,X02,-0.5,0.0,0.0,R0153;R0154;R0155;R0156
revised,omitReviewed,Luna,B-C,X11,0.0,0.5,-0.5,R0177;R0178;R0179;R0180
revised,omitReviewed,Luna,B-C,X20,0.0,0.0,0.0,R0185;R0186;R0187;R0188
revised,omitReviewed,Luna,B-C,X24,-0.5,0.0,0.0,R0193;R0194;R0195;R0196
revised,omitReviewed,Luna,C-I,F01,0.0,-1.0,1.0,R0107;R0108;R0109;R0110
revised,omitReviewed,Luna,C-I,F02,0.0,0.0,0.0,R0115;R0116;R0117;R0118
revised,omitReviewed,Luna,C-I,F04,0.0,0.0,0.0,R0123;R0124;R0125;R0126
revised,omitReviewed,Luna,C-I,F08,0.0,0.0,0.0,R0131;R0132;R0133;R0134
revised,omitReviewed,Luna,C-I,F17,0.0,0.0,0.0,R0139;R0140;R0141;R0142
revised,omitReviewed,Luna,C-I,F20,0.0,0.0,0.0,R0147;R0148;R0149;R0150
revised,omitReviewed,Luna,C-I,X02,0.5,0.0,0.0,R0155;R0156;R0157;R0158
revised,omitReviewed,Luna,C-I,X11,0.0,-1.0,1.0,R0179;R0180;R0181;R0182
revised,omitReviewed,Luna,C-I,X20,-0.5,0.0,0.0,R0187;R0188;R0189;R0190
revised,omitReviewed,Luna,C-I,X24,0.5,0.0,0.0,R0195;R0196;R0197;R0198
revised,omitReviewed,Terra,C-N,F01,0.0,-1.0,1.0,R0211;R0212;R0215;R0216
revised,omitReviewed,Terra,C-N,F02,0.0,0.0,0.0,R0219;R0220;R0223;R0224
revised,omitReviewed,Terra,C-N,F04,0.0,0.0,0.0,R0227;R0228;R0231;R0232
revised,omitReviewed,Terra,C-N,F08,0.0,0.5,-0.5,R0235;R0236;R0239;R0240
revised,omitReviewed,Terra,C-N,F17,0.0,0.0,0.0,R0243;R0244;R0247;R0248
revised,omitReviewed,Terra,C-N,F20,0.0,-0.5,0.5,R0251;R0252;R0255;R0256
revised,omitReviewed,Terra,C-N,X02,-0.5,0.0,0.0,R0259;R0260;R0263;R0264
revised,omitReviewed,Terra,C-N,X11,0.0,0.0,0.0,R0283;R0284;R0287;R0288
revised,omitReviewed,Terra,C-N,X20,0.0,0.0,0.0,R0291;R0292;R0295;R0296
revised,omitReviewed,Terra,C-N,X24,0.0,0.0,0.0,R0299;R0300;R0303;R0304
revised,omitReviewed,Terra,I-N,F01,0.0,0.0,0.0,R0213;R0214;R0215;R0216
revised,omitReviewed,Terra,I-N,F02,0.0,0.0,0.0,R0221;R0222;R0223;R0224
revised,omitReviewed,Terra,I-N,F04,0.0,0.5,-0.5,R0229;R0230;R0231;R0232
revised,omitReviewed,Terra,I-N,F08,0.0,0.0,0.0,R0237;R0238;R0239;R0240
revised,omitReviewed,Terra,I-N,F17,0.0,0.0,0.0,R0245;R0246;R0247;R0248
revised,omitReviewed,Terra,I-N,F20,0.0,-0.5,0.5,R0253;R0254;R0255;R0256
revised,omitReviewed,Terra,I-N,X02,0.0,0.0,0.0,R0261;R0262;R0263;R0264
revised,omitReviewed,Terra,I-N,X11,0.0,0.0,0.0,R0285;R0286;R0287;R0288
revised,omitReviewed,Terra,I-N,X20,0.0,0.0,0.0,R0293;R0294;R0295;R0296
revised,omitReviewed,Terra,I-N,X24,0.0,0.0,0.0,R0301;R0302;R0303;R0304
revised,omitReviewed,Terra,B-C,F01,0.0,1.0,-1.0,R0209;R0210;R0211;R0212
revised,omitReviewed,Terra,B-C,F02,0.0,0.0,0.0,R0217;R0218;R0219;R0220
revised,omitReviewed,Terra,B-C,F04,0.0,1.0,-1.0,R0225;R0226;R0227;R0228
revised,omitReviewed,Terra,B-C,F08,0.0,0.5,-0.5,R0233;R0234;R0235;R0236
revised,omitReviewed,Terra,B-C,F17,0.0,0.0,0.0,R0241;R0242;R0243;R0244
revised,omitReviewed,Terra,B-C,F20,0.0,0.0,0.0,R0249;R0250;R0251;R0252
revised,omitReviewed,Terra,B-C,X11,0.0,0.0,0.0,R0281;R0282;R0283;R0284
revised,omitReviewed,Terra,B-C,X20,0.0,0.0,0.0,R0289;R0290;R0291;R0292
revised,omitReviewed,Terra,B-C,X24,0.0,0.0,0.0,R0297;R0298;R0299;R0300
revised,omitReviewed,Terra,C-I,F01,0.0,-1.0,1.0,R0211;R0212;R0213;R0214
revised,omitReviewed,Terra,C-I,F02,0.0,0.0,0.0,R0219;R0220;R0221;R0222
revised,omitReviewed,Terra,C-I,F04,0.0,-0.5,0.5,R0227;R0228;R0229;R0230
revised,omitReviewed,Terra,C-I,F08,0.0,0.5,-0.5,R0235;R0236;R0237;R0238
revised,omitReviewed,Terra,C-I,F17,0.0,0.0,0.0,R0243;R0244;R0245;R0246
revised,omitReviewed,Terra,C-I,F20,0.0,0.0,0.0,R0251;R0252;R0253;R0254
revised,omitReviewed,Terra,C-I,X02,-0.5,0.0,0.0,R0259;R0260;R0261;R0262
revised,omitReviewed,Terra,C-I,X11,0.0,0.0,0.0,R0283;R0284;R0285;R0286
revised,omitReviewed,Terra,C-I,X20,0.0,0.0,0.0,R0291;R0292;R0293;R0294
revised,omitReviewed,Terra,C-I,X24,0.0,0.0,0.0,R0299;R0300;R0301;R0302
revised,omitReviewed,QwenNext,C-N,F01,0.0,-1.0,1.0,R0523;R0524;R0527;R0528
revised,omitReviewed,QwenNext,C-N,F02,0.0,0.0,0.0,R0531;R0532;R0535;R0536
revised,omitReviewed,QwenNext,C-N,F04,0.0,0.0,0.0,R0539;R0540;R0543;R0544
revised,omitReviewed,QwenNext,C-N,F08,0.0,0.0,0.0,R0547;R0548;R0551;R0552
revised,omitReviewed,QwenNext,C-N,F17,0.0,0.0,0.0,R0555;R0556;R0559;R0560
revised,omitReviewed,QwenNext,C-N,F20,0.0,0.0,0.0,R0563;R0564;R0567;R0568
revised,omitReviewed,QwenNext,C-N,X02,0.0,0.0,0.0,R0571;R0572;R0575;R0576
revised,omitReviewed,QwenNext,C-N,X11,-1.0,0.5,-0.5,R0595;R0596;R0599;R0600
revised,omitReviewed,QwenNext,C-N,X20,0.0,0.0,0.0,R0603;R0604;R0607;R0608
revised,omitReviewed,QwenNext,C-N,X24,0.5,0.0,0.0,R0611;R0612;R0615;R0616
revised,omitReviewed,QwenNext,I-N,F01,0.0,-0.5,0.5,R0525;R0526;R0527;R0528
revised,omitReviewed,QwenNext,I-N,F02,0.0,-0.5,0.5,R0533;R0534;R0535;R0536
revised,omitReviewed,QwenNext,I-N,F04,0.0,0.0,0.0,R0541;R0542;R0543;R0544
revised,omitReviewed,QwenNext,I-N,F08,0.0,0.0,0.0,R0549;R0550;R0551;R0552
revised,omitReviewed,QwenNext,I-N,F17,0.0,0.0,0.0,R0557;R0558;R0559;R0560
revised,omitReviewed,QwenNext,I-N,F20,0.0,0.0,0.0,R0565;R0566;R0567;R0568
revised,omitReviewed,QwenNext,I-N,X02,0.0,0.0,0.0,R0573;R0574;R0575;R0576
revised,omitReviewed,QwenNext,I-N,X11,-1.0,0.0,-0.5,R0597;R0598;R0599;R0600
revised,omitReviewed,QwenNext,I-N,X20,-0.5,0.0,0.0,R0605;R0606;R0607;R0608
revised,omitReviewed,QwenNext,I-N,X24,0.5,0.0,0.0,R0613;R0614;R0615;R0616
revised,omitReviewed,QwenNext,B-C,F01,0.0,0.0,0.0,R0521;R0522;R0523;R0524
revised,omitReviewed,QwenNext,B-C,F02,0.0,0.5,-0.5,R0529;R0530;R0531;R0532
revised,omitReviewed,QwenNext,B-C,F04,0.0,0.0,0.0,R0537;R0538;R0539;R0540
revised,omitReviewed,QwenNext,B-C,F08,0.0,0.0,0.0,R0545;R0546;R0547;R0548
revised,omitReviewed,QwenNext,B-C,F17,0.0,0.0,0.0,R0553;R0554;R0555;R0556
revised,omitReviewed,QwenNext,B-C,F20,0.0,0.0,0.0,R0561;R0562;R0563;R0564
revised,omitReviewed,QwenNext,B-C,X02,0.0,0.0,0.0,R0569;R0570;R0571;R0572
revised,omitReviewed,QwenNext,B-C,X11,0.0,0.0,0.0,R0593;R0594;R0595;R0596
revised,omitReviewed,QwenNext,B-C,X20,-0.5,0.0,0.0,R0601;R0602;R0603;R0604
revised,omitReviewed,QwenNext,B-C,X24,0.0,0.0,0.0,R0609;R0610;R0611;R0612
revised,omitReviewed,QwenNext,C-I,F01,0.0,-0.5,0.5,R0523;R0524;R0525;R0526
revised,omitReviewed,QwenNext,C-I,F02,0.0,0.5,-0.5,R0531;R0532;R0533;R0534
revised,omitReviewed,QwenNext,C-I,F04,0.0,0.0,0.0,R0539;R0540;R0541;R0542
revised,omitReviewed,QwenNext,C-I,F08,0.0,0.0,0.0,R0547;R0548;R0549;R0550
revised,omitReviewed,QwenNext,C-I,F17,0.0,0.0,0.0,R0555;R0556;R0557;R0558
revised,omitReviewed,QwenNext,C-I,F20,0.0,0.0,0.0,R0563;R0564;R0565;R0566
revised,omitReviewed,QwenNext,C-I,X02,0.0,0.0,0.0,R0571;R0572;R0573;R0574
revised,omitReviewed,QwenNext,C-I,X11,0.0,0.5,0.0,R0595;R0596;R0597;R0598
revised,omitReviewed,QwenNext,C-I,X20,0.5,0.0,0.0,R0603;R0604;R0605;R0606
revised,omitReviewed,QwenNext,C-I,X24,0.0,0.0,0.0,R0611;R0612;R0613;R0614
revised,omitReviewed,Qwen30,C-N,F01,0.0,0.5,-0.5,R0419;R0420;R0423;R0424
revised,omitReviewed,Qwen30,C-N,F02,0.0,0.0,0.0,R0427;R0428;R0431;R0432
revised,omitReviewed,Qwen30,C-N,F04,0.0,0.0,0.0,R0435;R0436;R0439;R0440
revised,omitReviewed,Qwen30,C-N,F08,-0.5,0.0,-0.5,R0443;R0444;R0447;R0448
revised,omitReviewed,Qwen30,C-N,F17,-0.5,0.0,-0.5,R0451;R0452;R0455;R0456
